model,method_dir,fold,sample,frame,train_samples,train_frames,protocol,weights,image,gt_mask,pred_mask,threshold,foreground_ratio,prob_mean
DeepLabv3+ lite,DeepLabV3PlusLite_fewshot_seqcv,3,DouBanLv1,0000,"CaoMei1,ChangShouHua2,KongQueZhuYu",15,leave-one-sequence-out few-shot training on benchmark manifest,random initialization; no external pretraining,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/selected_frames/DouBanLv1_0000.jpg,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_DouBanLv1_0000.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/DeepLabV3PlusLite_fewshot_seqcv/mask_DouBanLv1_0000.png,0.5,0.23268422067901234,0.23118484020233154
DeepLabv3+ lite,DeepLabV3PlusLite_fewshot_seqcv,3,DouBanLv1,0025,"CaoMei1,ChangShouHua2,KongQueZhuYu",15,leave-one-sequence-out few-shot training on benchmark manifest,random initialization; no external pretraining,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/selected_frames/DouBanLv1_0025.jpg,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_DouBanLv1_0025.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/DeepLabV3PlusLite_fewshot_seqcv/mask_DouBanLv1_0025.png,0.5,0.18115391107253087,0.1812783032655716
DeepLabv3+ lite,DeepLabV3PlusLite_fewshot_seqcv,3,DouBanLv1,0050,"CaoMei1,ChangShouHua2,KongQueZhuYu",15,leave-one-sequence-out few-shot training on benchmark manifest,random initialization; no external pretraining,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/selected_frames/DouBanLv1_0050.jpg,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_DouBanLv1_0050.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/DeepLabV3PlusLite_fewshot_seqcv/mask_DouBanLv1_0050.png,0.5,0.11250144675925926,0.11258313059806824
DeepLabv3+ lite,DeepLabV3PlusLite_fewshot_seqcv,3,DouBanLv1,0075,"CaoMei1,ChangShouHua2,KongQueZhuYu",15,leave-one-sequence-out few-shot training on benchmark manifest,random initialization; no external pretraining,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/selected_frames/DouBanLv1_0075.jpg,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_DouBanLv1_0075.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/DeepLabV3PlusLite_fewshot_seqcv/mask_DouBanLv1_0075.png,0.5,0.16212577160493827,0.16141468286514282
DeepLabv3+ lite,DeepLabV3PlusLite_fewshot_seqcv,3,DouBanLv1,0100,"CaoMei1,ChangShouHua2,KongQueZhuYu",15,leave-one-sequence-out few-shot training on benchmark manifest,random initialization; no external pretraining,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/selected_frames/DouBanLv1_0100.jpg,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_DouBanLv1_0100.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/DeepLabV3PlusLite_fewshot_seqcv/mask_DouBanLv1_0100.png,0.5,0.11049165702160493,0.11200907826423645
DeepLabv3+ lite,DeepLabV3PlusLite_fewshot_seqcv,4,KongQueZhuYu,0000,"CaoMei1,ChangShouHua2,DouBanLv1",15,leave-one-sequence-out few-shot training on benchmark manifest,random initialization; no external pretraining,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/selected_frames/KongQueZhuYu_0000.jpg,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_KongQueZhuYu_0000.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/DeepLabV3PlusLite_fewshot_seqcv/mask_KongQueZhuYu_0000.png,0.5,0.18958092206790123,0.18962831795215607
DeepLabv3+ lite,DeepLabV3PlusLite_fewshot_seqcv,4,KongQueZhuYu,0025,"CaoMei1,ChangShouHua2,DouBanLv1",15,leave-one-sequence-out few-shot training on benchmark manifest,random initialization; no external pretraining,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/selected_frames/KongQueZhuYu_0025.jpg,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_KongQueZhuYu_0025.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/DeepLabV3PlusLite_fewshot_seqcv/mask_KongQueZhuYu_0025.png,0.5,0.34304120852623454,0.3384806513786316
DeepLabv3+ lite,DeepLabV3PlusLite_fewshot_seqcv,4,KongQueZhuYu,0050,"CaoMei1,ChangShouHua2,DouBanLv1",15,leave-one-sequence-out few-shot training on benchmark manifest,random initialization; no external pretraining,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/selected_frames/KongQueZhuYu_0050.jpg,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_KongQueZhuYu_0050.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/DeepLabV3PlusLite_fewshot_seqcv/mask_KongQueZhuYu_0050.png,0.5,0.12641300154320986,0.12644369900226593
DeepLabv3+ lite,DeepLabV3PlusLite_fewshot_seqcv,4,KongQueZhuYu,0075,"CaoMei1,ChangShouHua2,DouBanLv1",15,leave-one-sequence-out few-shot training on benchmark manifest,random initialization; no external pretraining,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/selected_frames/KongQueZhuYu_0075.jpg,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_KongQueZhuYu_0075.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/DeepLabV3PlusLite_fewshot_seqcv/mask_KongQueZhuYu_0075.png,0.5,0.24258125964506172,0.2398013174533844
DeepLabv3+ lite,DeepLabV3PlusLite_fewshot_seqcv,4,KongQueZhuYu,0100,"CaoMei1,ChangShouHua2,DouBanLv1",15,leave-one-sequence-out few-shot training on benchmark manifest,random initialization; no external pretraining,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/selected_frames/KongQueZhuYu_0100.jpg,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_KongQueZhuYu_0100.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/DeepLabV3PlusLite_fewshot_seqcv/mask_KongQueZhuYu_0100.png,0.5,0.34864378375771604,0.3440447151660919
