model,method_dir,fold,sample,frame,train_samples,train_frames,protocol,weights,image,gt_mask,pred_mask,threshold,foreground_ratio,prob_mean
U-Net,UNet_fewshot_seqcv,3,DouBanLv1,0000,"CaoMei1,ChangShouHua2,KongQueZhuYu",15,leave-one-sequence-out few-shot training on benchmark manifest,random initialization; no external pretraining,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/selected_frames/DouBanLv1_0000.jpg,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_DouBanLv1_0000.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/UNet_fewshot_seqcv/mask_DouBanLv1_0000.png,0.5,0.25529899691358027,0.2605404853820801
U-Net,UNet_fewshot_seqcv,3,DouBanLv1,0025,"CaoMei1,ChangShouHua2,KongQueZhuYu",15,leave-one-sequence-out few-shot training on benchmark manifest,random initialization; no external pretraining,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/selected_frames/DouBanLv1_0025.jpg,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_DouBanLv1_0025.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/UNet_fewshot_seqcv/mask_DouBanLv1_0025.png,0.5,0.19460828993055557,0.20422428846359253
U-Net,UNet_fewshot_seqcv,3,DouBanLv1,0050,"CaoMei1,ChangShouHua2,KongQueZhuYu",15,leave-one-sequence-out few-shot training on benchmark manifest,random initialization; no external pretraining,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/selected_frames/DouBanLv1_0050.jpg,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_DouBanLv1_0050.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/UNet_fewshot_seqcv/mask_DouBanLv1_0050.png,0.5,0.1256544174382716,0.13505709171295166
U-Net,UNet_fewshot_seqcv,3,DouBanLv1,0075,"CaoMei1,ChangShouHua2,KongQueZhuYu",15,leave-one-sequence-out few-shot training on benchmark manifest,random initialization; no external pretraining,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/selected_frames/DouBanLv1_0075.jpg,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_DouBanLv1_0075.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/UNet_fewshot_seqcv/mask_DouBanLv1_0075.png,0.5,0.18341025270061728,0.19285546243190765
U-Net,UNet_fewshot_seqcv,3,DouBanLv1,0100,"CaoMei1,ChangShouHua2,KongQueZhuYu",15,leave-one-sequence-out few-shot training on benchmark manifest,random initialization; no external pretraining,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/selected_frames/DouBanLv1_0100.jpg,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_DouBanLv1_0100.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/UNet_fewshot_seqcv/mask_DouBanLv1_0100.png,0.5,0.1106688850308642,0.120964415371418
U-Net,UNet_fewshot_seqcv,4,KongQueZhuYu,0000,"CaoMei1,ChangShouHua2,DouBanLv1",15,leave-one-sequence-out few-shot training on benchmark manifest,random initialization; no external pretraining,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/selected_frames/KongQueZhuYu_0000.jpg,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_KongQueZhuYu_0000.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/UNet_fewshot_seqcv/mask_KongQueZhuYu_0000.png,0.5,0.3019191261574074,0.3040525019168854
U-Net,UNet_fewshot_seqcv,4,KongQueZhuYu,0025,"CaoMei1,ChangShouHua2,DouBanLv1",15,leave-one-sequence-out few-shot training on benchmark manifest,random initialization; no external pretraining,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/selected_frames/KongQueZhuYu_0025.jpg,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_KongQueZhuYu_0025.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/UNet_fewshot_seqcv/mask_KongQueZhuYu_0025.png,0.5,0.3218530574845679,0.3261881470680237
U-Net,UNet_fewshot_seqcv,4,KongQueZhuYu,0050,"CaoMei1,ChangShouHua2,DouBanLv1",15,leave-one-sequence-out few-shot training on benchmark manifest,random initialization; no external pretraining,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/selected_frames/KongQueZhuYu_0050.jpg,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_KongQueZhuYu_0050.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/UNet_fewshot_seqcv/mask_KongQueZhuYu_0050.png,0.5,0.18015444155092591,0.18510206043720245
U-Net,UNet_fewshot_seqcv,4,KongQueZhuYu,0075,"CaoMei1,ChangShouHua2,DouBanLv1",15,leave-one-sequence-out few-shot training on benchmark manifest,random initialization; no external pretraining,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/selected_frames/KongQueZhuYu_0075.jpg,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_KongQueZhuYu_0075.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/UNet_fewshot_seqcv/mask_KongQueZhuYu_0075.png,0.5,0.2588240258487654,0.26353809237480164
U-Net,UNet_fewshot_seqcv,4,KongQueZhuYu,0100,"CaoMei1,ChangShouHua2,DouBanLv1",15,leave-one-sequence-out few-shot training on benchmark manifest,random initialization; no external pretraining,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/selected_frames/KongQueZhuYu_0100.jpg,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_KongQueZhuYu_0100.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/UNet_fewshot_seqcv/mask_KongQueZhuYu_0100.png,0.5,0.3440154803240741,0.349249929189682
